ID,Title of Artwork,Year,Street Address,Address Data,Primary Artist,Type,Current Status,Property Ownership,Agency or Insitution,Stewardship Responsibility,Program ,Artist Assistants ,Architect,Creation/Dedication Date,Arts District,City,State,Zipcode,Location Name,Location Description,Related Property,Indoor/Outdoor Accessible,Medium,Description of Artwork,Subject (Person),Comments and Notes,Dimensions,Primary Artist Gender,Fabricator,Maintenance/ Conservation Reports on File,Maintenance/Conservation Notes,Save Outdoor Sculpture file on record,Funding Source,Wikipedia URL,osm_id,Council District,Neighborhood,Community Statistical Area (CSA),Latitude,Longitude,Point Data,Coordinate Accuracy,Modified
,Sculpture 74,1974,10 Art Museum Drive,,Phillip King,Sculpture,in place,Mayor & City Council,,Baltimore Museum of Art,,,,,,Baltimore,MD,21218,Ryda and Robert H. Levi Sculpture Garden,,Baltimore Museum of Art,Outdoor,"steel,mesh,concrete",,,,,Male,,,,,,,,14,Johns Hopkins Homewood,Greater Charles Vill./Barclay,39.326707,-76.618257,,Approximate,11/12/2021 10:39pm
,Rock Chair,1986,10 Art Museum Drive,,Scott Burton,Sculpture,in place,Mayor & City Council,,Baltimore Museum of Art,,,,,,Baltimore,MD,21218,Ryda and Robert H. Levi Sculpture Garden,,Baltimore Museum of Art,Outdoor,granite,,,1986–87,,Male,,,,,,,node/8908165924,14,Johns Hopkins Homewood,Greater Charles Vill./Barclay,39.326707,-76.618257,,Approximate,11/12/2021 10:39pm
,Construction 140,1971,10 Art Museum Drive,,José Ruiz de Rivera,Sculpture,in place,Mayor & City Council,,Baltimore Museum of Art,,,,,,Baltimore,MD,21218,Ryda and Robert H. Levi Sculpture Garden,,Baltimore Museum of Art,Outdoor,,,,,,Male,,,,,,,node/8761464625,14,Johns Hopkins Homewood,Greater Charles Vill./Barclay,39.326707,-76.618257,,Approximate,11/12/2021 10:39pm
1977.021.BWB.WaCam,,1977,238-244 S. Patterson Park Avenue,,Wayne Cambern,Mural,,,,City of Baltimore - BOPA,Beautiful Walls for Baltimore (BOPA),Nicholas Aumiller,,,,Baltimore,MD,,Salvation Army Day Care Center,,,Indoor,painted mural,,,,,Male,,,,,,,,1,Upper Fells Point,Fells Point,39.2881513,-76.5866432,,,
1970.012.PfA.OlRus,The Nest,1970,507 W. Preston Street,,Olin Lansing Russum Jr.,Relief,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21217,Samuel Coleridge Taylor ES,Exterior,Samuel Coleridge Taylor ES,Outdoor,ceramic bas relief,,,,9 1/2 ft. x 30 ft. x 2 in.,Male,,,,,,,,11,Upton,Upton/Druid Hts,39.2987592,-76.6285443,,,5/15/2019 4:32pm
1970.002.PfA.BeCoo,Unknown,1970,3434 Old Frederick Avenue,,Betty Cooke,Sculpture,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21229?,Sarah M. Roach ES,Interior,Sarah M. Roach ES,Indoor,concrete,,,,,Female,,,,,,,,8,Saint Josephs,Allendale/Irvington/S. Hilton,39.2822892,-76.6744802,,,5/15/2019 4:32pm
1978.001.PfA.JoBan,Unknown,1978,Sharp Street and Leadenhall Street,Intersection,John Bannon,Mural,missing,,,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21230,Sharp-Leadenhall School,Interior,Sharp-Leadenhall School,Indoor,mural,,,,,Male,,,,,,,,10,Westport,Inner Harbor/Federal Hill,39.266940000000034,-76.62630000000001,,,2/6/2020 11:35am
1977.005.XXX.RoDuB,Amanogawa,1977,Fallsway and Fayette Streets,Intersection,Robert DuBourg,Sculpture,,Mayor & City Council,Baltimore City Department of Recreation & Parks,,,,,,,Baltimore,MD,21202,Shot Tower Park,Fayette and Fallsway,Shot Tower Park,,"stainless steel,limestone",,,,84 in. x 88 in. x 15 ft. 4 in.,Male,,,,checked,,,node/7833999831,12,Jonestown,Jonestown/Oldtown,39.290441,-76.605575,,,8/22/2020 12:03am
1976.001.XXX.WiBen,Baltimore,1976,Fallsway and Fayette Streets,Intersection,William Bennett,Sculpture,,Mayor & City Council,Baltimore City Department of Recreation & Parks,,,,,,,Baltimore,MD,21202,Shot Tower Park,Near Chez Fernands,Shot Tower Park,,limestone,,,,,Male,,,,checked,,,,12,Penn-Fallsway,Jonestown/Oldtown,39.297300000000064,-76.60749999999996,,,5/15/2019 4:06pm
1976.037.XXX.GeHow,Untitled,1976,797 E. Fayette Street,,Gerald Howeler,Sculpture,,,,,,,,,,Baltimore,MD,21202,Shot Tower Park,Temporarily relocated,Shot Tower Park,,limestone,,,,53 x 86 x 42 in,Male,,,,,,,,12,Penn-Fallsway,Jonestown/Oldtown,39.297300000000064,-76.60749999999996,,,8/21/2020 9:24pm
1978.699.XXX.FeStr,Baltimore City Fraternal Order of Police Memorial,1978,N. President Street,Street name,Ferebee Streett-Thulman,Memorial,in place,Mayor & City Council,Baltimore City Department of Recreation & Parks,City of Baltimore - BOPA,,,,,,Baltimore,MD,21202,Shot Tower Park,East side of President St at Fayette St.,Shot Tower Park,Outdoor,,Uniformed man on bended knee with little girl holding hat and touching man's back,,,,Female,,2005; 1991/1993,"Trash in area surounding memorial, needs attention",,,,node/1313503951,12,Jonestown,Jonestown/Oldtown,39.290359,-76.605948,,,8/21/2022 11:09pm
,Wave,1993,E. Baltimore Street and President Street,,Ellen Burchenal,Relief,,State of Maryland,Maryland Transit Administration,Maryland Transit Administration,Metro Station Artwork,,,,,Baltimore,MD,,Shot Tower Station (Metro),,,Indoor,"ceramic mural,glass",,,,,Female,,,,,,,,,,,39.2894274,-76.6064919,Approximate,,12/21/2021 10:00pm
,Steles,1993,E. Baltimore Street and President Street,,Paul Glasgow,Sculpture,,State of Maryland,Maryland Transit Administration,Maryland Transit Administration,Metro Station Artwork,,,,,Baltimore,MD,,Shot Tower Station (Metro),,,Indoor,"marble,slate,bronze",,,,,Male,,,,,,,,,,,39.28982988046849,-76.6057966785173,,,8/22/2022 8:10pm
1977.029.BWB.DuThi,,1977,Northern Parkway & Greenspring Avenue,Intersection,Duane Thigpen,Mural,,,,City of Baltimore - BOPA,Beautiful Walls for Baltimore (BOPA),Lyn Ostrov,,,,Baltimore,MD,,Sinai Hospital - Mt. Pleasant,,,Indoor,painted mural,,,,,Male,,,,,,,,6,Coldspring,Pimlico/Arlington/Hilltop,39.3548678,-76.6616614,,,
1981.001.XXX.RoBla,Host of the Ellipse,1981,300 N. Greene Street,,Ronald Bladen,Sculpture,in place (check),Private Property,,,,,,,,Baltimore,MD,21202,Social Security Metro West,Facing Martin Luther King Jr. Blvd.,,,painted corten plate steel,,,,35 x 63 x 8 ft.,Male,,,,,,,,11,University Of Maryland,Downtown/Seton Hill,39.293141,-76.626327,,,11/5/2020 1:11pm
1981.007.XXX.IsWit,Chorale,1981,490 N. Greene Street,,Issac Witkin,Sculpture,in place (check),,,,,,,,,Baltimore,MD,21202,Social Security Metro West,Corner Greene / Franklin,,,painted steel,,,,17 x 16 1/2 x 15 1/2 ft,Male,,,,checked,,,,11,University Of Maryland,Downtown/Seton Hill,39.294554, -76.624184,,,11/5/2020 1:11pm
1978.033.BWB.DuThi,,1978,1821 N. Smallwood Street & Pennsylvania Avenue,,Duane Thigpen,Mural,,,,City of Baltimore - BOPA,Beautiful Walls for Baltimore (BOPA),,,,,Baltimore,MD,,Social Service Center (Waiting Room),,,Indoor,painted mural,,,,,Male,,,,,,,,7,Coppin Heights/Ash-Co-East,Greater Rosemont,39.309134,-76.6542457,,,
1978.041.BWB.KeLab,,1978,3411 Bank Street,,Kevin Labadie,Mural,,,,City of Baltimore - BOPA,Beautiful Walls for Baltimore (BOPA),"Patricia Alexander,Steven Price,Robert Owings",,,,Baltimore,MD,,South Eastern Health District,,,Indoor,painted mural,,,,,Female,,,,,,,,12,Oldtown,Jonestown/Oldtown,39.2976902,-76.6002157,,,
2006.001.XXX.KoBog,Frank Zappa,2006,3601 Eastern Avenue,,Konstantinas Bogdanas,"Sculpture,Bust",in place,Mayor & City Council,Enoch Pratt Free Library,,,,,9/20/2010,,Baltimore,MD,21224,"Southeast Anchor Branch, Enoch Pratt Free Library",Front of building - at corner of Eastern Avenue & Conkling Street,"""Southeast Anchor Branch, Enoch Pratt Free Library""",Outdoor,"stainless steel pedestal,bronze",Bust of Frank Zappa on stainless steel rod shapped pedestal - Installed 2010,Frank Zappa,,,,,,in good condition,,,,node/7833983980,2,Highlandtown,Highlandtown,39.2866425640619,-76.5668091486548,,,8/21/2020 10:47pm
2007.009.PfA.CoMar,,2007,3601 Eastern Avenue,,Cork Marcheschi,Sculpture,,Mayor & City Council,Enoch Pratt Free Library,,Percent for Public Art (BOPA),,,,,Baltimore,MD,21224,"Southeast Anchor Branch, Enoch Pratt Free Library",Starts outside front entrance of building & goes into artium,"""Southeast Anchor Branch, Enoch Pratt Free Library""",Outdoor,"aluminum,resin,neon",Encased neon outside that leads to indoor element; 5 colorful resin pods that are illuminated,,Excellent Condition,,Male,,,,,,,,2,Highlandtown,Highlandtown,39.2866425640619,-76.5668091486548,,,10/3/2019 9:21pm
1974.007.PfA.PaTak,Knowledge,1974,6820 Fait Avenue,,Paul Takacs,Sculpture,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21224,Southeast MS,Now Baltimore Community High School; Exterior; right of entrance,Southeast MS,Outdoor,weathering steel,,,,8 x 8 x 4 ft.,Male,,,,checked,,,node/7449616713,1,Graceland Park,Orangeville/E. Highlandtown,39.2857901,-76.5329114,,,9/20/2022 1:16pm
1975.046.PfA.WiLei,Unknown,1975,6820 Fait Street,,William Leizman,Sculpture,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21224,Southeast MS,Interior; hallway off main lobby,Southeast MS,Indoor,weathering steel,,,,,Male,,,,checked,,,,1,Graceland Park,Orangeville/E. Highlandtown,39.28482430743772,-76.53075540992066,,,5/15/2019 4:32pm
1986.001.XXX.RoAnd,Unknown [Officer and Boy],1986,10 Cherry Hill Road,,Ronald Anderson,Sculpture,,,,,,,,,,Baltimore,MD,21230,Southern District Police Station,Cherry Hill and Hanover corner,,,concrete,,,,4 ft. 4 in. x 4 ft. x 3 ft,Male,,,,checked,,,,10,Cherry Hill,Cherry Hill,39.2528705,-76.6194028,,,
1978.030.PfA.DaVon,Untitled,1978,1100 Covington Street,,David von Schlegell,Sculpture,,Mayor & City Council,,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21230,Southern HS,Entrance plaza,Southern HS,Outdoor,painted aluminum,,,,,Male,,,,checked,,,,11,Riverside,Inner Harbor/Federal Hill,39.2766421030961,-76.6069368976022,,,9/20/2022 1:14pm
1974.004.WPP.WaCam,,1974,1617 Calvert Street,,Wayne Cambern,Mural,removed,,,,Wall Painting Project,,,,,Baltimore,MD,21202,Southern side of rowhouse facing pocket park. ,layer underneath Charles Lawrence mural,,Outdoor,painted mural,,,,,Male,,,,,,,,10,Brooklyn,Brooklyn/Curtis Bay/Hawkins Pt,39.308174,-76.6133549,,,
1969.021.XXX.PeVan,Unknown,1969,1300 Herkimer Street,,Peter van Rossum,Relief,,,,"City of Baltimore - BOPA,Baltimore City Public Schools",,,,,,Baltimore,MD,21223,Southwest Baltimore Charter School (Formerly Carroll Park Jr. High),Exterior,Southwest Baltimore Charter School (Formerly Carroll Park Jr. High),Outdoor,wall relief,,,,,Male,,,,,,,,10,Washington Village/Pigtown,Washington Village,39.2811161,-76.6387072,,,5/15/2019 4:32pm
1989.001.XXX.RoCar,Subvator,1989,175 W. Ostend Street,,Rodney Carroll,Sculpture,,,,,,,,,,Baltimore,MD,21230,Spring Garden Business Park,,,,"steel,aluminum,cable,cast concrete",,,,20 x 8 x 23 ft.,Male,,,,checked,,,,11,Spring Garden Industrial Area,Inner Harbor/Federal Hill,39.274846,-76.619412,,,
1947.002.CHAP.WJDal,Saint Lo Drive Memorial,1947,St. Lo Drive and Sinclair Boulevard,Intersection,W.J. Dale and Son,Monument,,,,,,,,,,Baltimore,MD,21213,St. Lo Drive and Sinclair Lane,,,Outdoor,,,,,,,,,,,,,,14,Darley Park,Clifton-Berea,39.314382,-76.590686,,,4/23/2021 10:16pm
1817.001.CHAP.Unknown,Moses and Christ Reliefs,1817,233 N. Charles Street,,Antonio Capellano,Relief,in place (check),,,,,,,,,Baltimore,MD,,St. Paul's Episcopal Church,Reliefs on front of building,,Outdoor,marble,,,,H. 6 ft. x W. 3 ft.,Male,,,,checked,,,,11,Downtown,Downtown/Seton Hill,39.2921049,-76.6171734,,,
1983.020.XXX.DaPau,Venter,1983,300 W. Preston Street,,Paul Daniel,Sculpture,,State of Maryland,Maryland Transit Administration,Maryland Transit Administration,Metro Station Artwork,,,,,Baltimore,MD,21201,State Center Station (Metro),Above platform,,Indoor,"steel,aluminum",,,,,Male,,,,,,,,11,Madison Park,Upton/Druid Hts,39.3024485,-76.6251549,,,11/7/2021 10:18pm
1969.004.PfA.AlHal,Children's Round Square,1969,30 S. Gilmore Street,,Alfredo Halegua,Sculpture,in place,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21223,Steuart Hill ES,Entrance plaza,Steuart Hill ES,Outdoor,concrete,,,,5 x 18 x 14 ft.,Male,,,,checked,,,node/9969048686,9,Union Square,Southwest Baltimore,39.2868163,-76.6428531,,,8/21/2022 11:45pm
1968.001.XXX.RoBec,Unknown,1968,30 S. Gilmore Street,,Ronald Beckman,,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",,,,,,Baltimore,MD,21223,Steuart Hill ES,Interior,Steuart Hill ES,Indoor,plaques,,,,,Male,,,,,,,,9,Union Square,Southwest Baltimore,39.2868658,-76.644851,,,5/15/2019 4:32pm
538,Untitled,,6210 Park Heights Avenue,,Unknown,,,,,,,,,,,Baltimore,MD,21215,Strathmore Tower Condominium,,,,,,,,,,,,,,,,,5,Glen,Glen-Falstaff,39.3582208,-76.6961318,,,
1965.001.XXX.Unknown,Unknown,1965,6210 Park Heights Avenue,,Unknown,Sculpture,in place,,,,,,,,,Baltimore,MD,21215,Strathmore Tower Condominiums,Front garden,,Outdoor,"glass,concrete",,,,,,,,,,,,,5,Glen,Glen-Falstaff,39.358439,-76.693746,,,8/21/2020 9:12pm
1967.004.XXX.DmHad,Helios,1967,20 S. Charles Street,,Dmitri Hadzi,Sculpture,in place (check),Private Property,,,,,,,,Baltimore,MD,21201,Sun Life Building,Hangs in lobby,,Indoor,bronze,,,,,Male,,,,,,,,11,Downtown,Downtown/Seton Hill,39.2883241,-76.6161311,,,7/18/2019 4:31pm
2005.001.BMP.RoCar,Firebird,2005,1040 Park Avenue,,Rodney Carroll,Sculpture,in place,,,,,,,,,Baltimore,MD,21201,Symphony Center Plaza,Near Meyehoff Symphony Hall,,Outdoor,,Poetic interpretation of Igor Stravinsky's 1910 ballet suite The Firebird,,Excellent condition; dedicated 6/20/05,,Male,,,,,,,node/2393510927,11,Mid-Town Belvedere,Midtown,39.303955,-76.620102,,,
SECDC,[Tench Tilghman E/MS Mural],2016,,,Iandry Randriamandroso,Mural,in place (check),Mayor & City Council,Baltimore City Public Schools,,,,,,,Baltimore,MD,,Tench Tilghman E/MS,,,Outdoor,mural,,,,,Male,,,,,BRNI,,,,,,39.2980741,-76.5853071,,,8/22/2022 9:35pm
1977.013.PfA.RiRog,Unknown,1977,601 N. Patterson Park Avenue,,Richard Rogers,Mural,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21205,Tench Tilghman ES,Interior,Tench Tilghman ES,Indoor,mural,,,,,Male,,,,,,,,13,CARE,Madison/East End,39.2974488,-76.585511,,,5/15/2019 4:32pm
534,Propeller from the Battleship New Jersey,,501 E. Pratt Street,,Unknown,Historic Object,in place,,,Commission for Historical and Architectural Preservation (CHAP),,,,,,Baltimore,MD,21202,The National Aquarium,,National Aquarium,Outdoor,,,,,,,,,,,,,,11,,,39.2848289,-76.6093311,,,7/31/2019 10:57am
1970.005.XXX.NoIve,Unknown,1970,200 Font Hill Avenue,,Norman Ives,,,Mayor & City Council,,,,,,,,Baltimore,MD,21223,The SEED School (Formerly Southwestern Sr. HS),Second floor lobby; Now The SEED School of Maryland,The SEED School (Formerly Southwestern Sr. HS),Indoor,"acrylic,wood",,,,,Male,,,,,,,,9,Carroll-South Hilton,Allendale/Irvington/S. Hilton,39.2841666,-76.6661793,,,
1970.008.XXX.RoRee,Unknown,1970,200 Font Hill Avenue,,Robert Reed,Sculpture,removed,,,,,,,,,Baltimore,MD,21223,The SEED School (Formerly Southwestern Sr. HS),Lobby; Now The SEED School of Maryland,The SEED School (Formerly Southwestern Sr. HS),Indoor,"acrylic,wood",,,,,Male,,,,,,,,9,Carroll-South Hilton,Allendale/Irvington/S. Hilton,39.2841666,-76.6661793,,,9/21/2019 12:11pm
1970.006.PfA.JoPer,Untitled,1970,200 Font Hill Avenue,,Joel Perlman,Sculpture,,Mayor & City Council,,,Percent for Public Art (BOPA),,,,,Baltimore,MD,21223,The SEED School (Formerly Southwestern Sr. HS),Entrance; Now The SEED School of Maryland,The SEED School (Formerly Southwestern Sr. HS),,painted steel,,,,,Male,,,,checked,,,,9,Carroll-South Hilton,Allendale/Irvington/S. Hilton,39.2841666,-76.6661793,,,
1971.005.PfA.JaLew,Unknown,1971,200 Font Hill Avenue,,James E. Lewis,Sculpture,,Mayor & City Council,,,Percent for Public Art (BOPA),,,,,Baltimore,MD,21223,The SEED School (Formerly Southwestern Sr. HS),Auditorium; Now The SEED School of Maryland,The SEED School (Formerly Southwestern Sr. HS),Indoor,brass,,,,,Male,,,,,,,,9,Carroll-South Hilton,Allendale/Irvington/S. Hilton,39.284526,-76.6666306,,,
1970.009.XXX.RoRee,Unknown,1970,200 Font Hill Avenue,,Robert Reed,Sculpture,removed,,,,,,,,,Baltimore,MD,21223,The SEED School (Formerly Southwestern Sr. HS),Second floor hallway; Now The SEED School of Maryland,The SEED School (Formerly Southwestern Sr. HS),Indoor,"acrylic,wood",,,,,Male,,,,,,,,9,Carroll-South Hilton,Allendale/Irvington/S. Hilton,39.2841666,-76.6661793,,,9/21/2019 12:12pm
1970.007.PfA.JoPer,Unknown,1970,200 Font Hill Avenue,,Joel Perlman,Sculpture,,Mayor & City Council,,,Percent for Public Art (BOPA),,,,,Baltimore,MD,21223,The SEED School (Formerly Southwestern Sr. HS),Interior; plaza off cafeteria; Now The SEED School of Maryland,The SEED School (Formerly Southwestern Sr. HS),Indoor,painted steel,,,,,Male,,,,checked,,,,9,Carroll-South Hilton,Allendale/Irvington/S. Hilton,39.2841666,-76.6661793,,,
1948.001.CHAP.GeMar,Prometheus Bound II,1948,10 Art Museum Drive,,Gerhard Marcks,Sculpture,,Mayor & City Council,,Baltimore Museum of Art,,,,,,Baltimore,MD,21218,The Wurtzburger Sculpture Garden,,Baltimore Museum of Art,Outdoor,bronze,,,"1948 cast, plaster original 1944",31 x 20 x 18-1/4 in. (78.8 x 50.8 x 46.4 cm.),Male,,,,,,,node/8761464286,14,Johns Hopkins Homewood,Greater Charles Vill./Barclay,39.324296, -76.619845,,,11/12/2021 10:43pm
1957.001.CHAP.AuRod,Nude Honoré de Balzac with Folded Arms,1957,10 Art Museum Drive,,Auguste Rodin,Sculpture,in place,Mayor & City Council,,Baltimore Museum of Art,,,,,,Baltimore,MD,21218,The Wurtzburger Sculpture Garden,,Baltimore Museum of Art,Outdoor,bronze,,Honoré de Balzac,Original model 1892-1893; this cast 1957; Georges Rudier Foundry,50 1/2 in. (128.3 cm.),,,,,,,,node/8761464287,14,Johns Hopkins Homewood,Greater Charles Vill./Barclay,39.3259088,-76.6201065,,,11/12/2021 11:07pm
547,"May, 1940:The Destroyed City",1957,10 Art Museum Drive,,Ossip Zadkine,Sculpture,in place,Mayor & City Council,,Baltimore Museum of Art,,,,,,Baltimore,MD,21218,The Wurtzburger Sculpture Garden,,Baltimore Museum of Art,Outdoor,bronze,,,,,,,,,,,,node/8761464275,14,Johns Hopkins Homewood,Greater Charles Vill./Barclay,39.3265467,-76.6193839,,,11/12/2021 10:41pm
1953.001.CHAP.MaBil,Endless Ribbon,1953,10 Art Museum Drive,,Max Bill,Sculpture,,Mayor & City Council,,Baltimore Museum of Art,,,,,,Baltimore,MD,21218,The Wurtzburger Sculpture Garden,,Baltimore Museum of Art,Outdoor,granite,,,Original 1935,53 (with base) x 44 x 46 in.; base: 7-3/4 x 69 x 15-5/8 in.,Male,,,,,,,node/8761464296,14,Johns Hopkins Homewood,Greater Charles Vill./Barclay,39.324296, -76.619845,,,11/12/2021 10:43pm
1919.002.CHAP.RaDuc,The Horse,1914,10 Art Museum Drive,,Raymond Duchamp-Villon,Sculpture,,Mayor & City Council,,Baltimore Museum of Art,,,,,,Baltimore,MD,21218,The Wurtzburger Sculpture Garden,,Baltimore Museum of Art,Outdoor,bronze,,,"Original 15"" plaster model, 1914; this enlarged cast 1966",59 x 59 x 31 in. (149.9 x 149.9 x 78.7 cm.),Male,,,,,,,node/8761464269,14,Johns Hopkins Homewood,Greater Charles Vill./Barclay,39.3258716,-76.619676,,,11/12/2021 10:44pm
1958.002.CHAP.IgNog,Untitled,1958,10 Art Museum Drive,,Isamu Noguchi,Sculpture,in place,Mayor & City Council,,Baltimore Museum of Art,,,,,,Baltimore,MD,21218,The Wurtzburger Sculpture Garden,,Baltimore Museum of Art,Outdoor,stainless steel,,,,153 x 30 1/4 x 62 in. (388.6 x 76.8 x 157.5 cm.),Male,,,,,,,node/8761464295,14,Johns Hopkins Homewood,Greater Charles Vill./Barclay,39.3259088,-76.6201065,,,11/12/2021 10:51pm
1947.003.CHAP.HeLau,Large Bather,1947,10 Art Museum Drive,,Henri Laurens,Sculpture,,Mayor & City Council,,Baltimore Museum of Art,,,,,,Baltimore,MD,21218,The Wurtzburger Sculpture Garden,,Baltimore Museum of Art,Outdoor,bronze,,,,61 in. h. (155.0 cm.),Male,,,,,,,,14,Johns Hopkins Homewood,Greater Charles Vill./Barclay,39.324296, -76.619845,,,10/3/2019 8:13pm
1953.002.CHAP.GeRic,Tauromachy,1953,10 Art Museum Drive,,Germaine Richier,Sculpture,,Mayor & City Council,,Baltimore Museum of Art,,,,,,Baltimore,MD,21218,The Wurtzburger Sculpture Garden,,Baltimore Museum of Art,Outdoor,bronze,,,,45-3/4 x 39-3/4 x 20-7/8 in. (116.2 x 101.0 x 53.0 cm),Male,,,,,,,node/8761464297,14,Johns Hopkins Homewood,Greater Charles Vill./Barclay,39.324296, -76.619845,,,11/12/2021 10:43pm
